fiscal_year,quarter,master_project_code,tenure_category,employee_count,total_employees,percentage
2022,1,NEE903ST,9 - <12,2,6,33.33
2022,1,NEE905MX,3 - <6,1,1,100.0
2022,1,NEE906CZ,0 - <3,1,10,10.0
2022,1,NEE906CZ,12 - <15,2,10,20.0
2022,1,NEE906CZ,3 - <6,1,10,10.0
2022,1,NEE906CZ,6 - <9,2,10,20.0
2022,1,NEE906CZ,9 - <12,2,10,20.0
2022,1,NEE906CZ,>15,2,10,20.0
2022,1,NEE907ST,3 - <6,2,4,50.0
2022,1,NEE907ST,>15,1,4,25.0
2022,1,NEE907ST,Unknown,1,4,25.0
2022,1,NEE910CZ,>15,1,1,100.0
2022,1,NEE911ST,12 - <15,1,2,50.0
2022,1,NEE911ST,3 - <6,1,2,50.0
2022,1,NEE931MX,0 - <3,2,3,66.67
2022,1,NEE931MX,>15,1,3,33.33
2022,1,NEE932AT,>15,1,1,100.0
2022,1,NEE933AT,Unknown,1,1,100.0
2022,1,NEE934ST,0 - <3,1,8,12.5
2022,1,NEE934ST,3 - <6,4,8,50.0
2022,1,NEE934ST,9 - <12,2,8,25.0
2022,1,NEE934ST,>15,1,8,12.5
2022,1,NEE935CT,3 - <6,4,9,44.44
2022,1,NEE935CT,6 - <9,1,9,11.11
2022,1,NEE935CT,9 - <12,1,9,11.11
2022,1,NEE935CT,>15,2,9,22.22
2022,1,NEE935CT,Unknown,1,9,11.11
2022,1,NEE936MX,3 - <6,1,1,100.0
2022,1,NEE937ST,12 - <15,1,6,16.67
2022,1,NEE937ST,3 - <6,1,6,16.67
2022,1,NEE937ST,6 - <9,3,6,50.0
2022,1,NEE937ST,>15,1,6,16.67
2022,1,NEE938AZ,9 - <12,1,2,50.0
2022,1,NEE938AZ,>15,1,2,50.0
2022,1,NEE939CT,12 - <15,1,3,33.33
2022,1,NEE939CT,3 - <6,1,3,33.33
2022,1,NEE939CT,>15,1,3,33.33
2022,1,NEE940AZ,0 - <3,2,9,22.22
2022,1,NEE940AZ,12 - <15,1,9,11.11
2022,1,NEE940AZ,3 - <6,2,9,22.22
2022,1,NEE940AZ,9 - <12,2,9,22.22
2022,1,NEE940AZ,>15,2,9,22.22
2022,1,NEE941AT,12 - <15,1,3,33.33
2022,1,NEE941AT,6 - <9,1,3,33.33
2022,1,NEE941AT,Unknown,1,3,33.33
2022,1,NEE942AZ,3 - <6,1,3,33.33
2022,1,NEE942AZ,6 - <9,1,3,33.33
2022,1,NEE942AZ,9 - <12,1,3,33.33
2022,1,NEE943AZ,0 - <3,1,5,20.0
2022,1,NEE943AZ,3 - <6,2,5,40.0
2022,1,NEE943AZ,6 - <9,1,5,20.0
2022,1,NEE943AZ,>15,1,5,20.0
2022,1,NEE944AT,>15,1,1,100.0
2022,1,NEE946MX,0 - <3,1,3,33.33
2022,1,NEE946MX,3 - <6,1,3,33.33
2022,1,NEE946MX,>15,1,3,33.33
2022,1,NEE948S1,12 - <15,1,2,50.0
2022,1,NEE948S1,3 - <6,1,2,50.0
2022,1,NEE950HZ,6 - <9,1,2,50.0
2022,1,NEE950HZ,>15,1,2,50.0
2022,1,NEE951AZ,>15,1,1,100.0
2022,1,NEE952WD,Unknown,1,1,100.0
2022,1,NEE953MX,3 - <6,1,1,100.0
2022,1,NEE954MX,0 - <3,1,1,100.0
2022,1,NEEHRDX,3 - <6,1,2,50.0
2022,1,NEEHRDX,Unknown,1,2,50.0
2022,1,NEEMKDXB,9 - <12,1,1,100.0
2022,1,NEES947I,3 - <6,1,1,100.0
2022,2,FPL791ST,Unknown,1,1,100.0
2022,2,FPL869HT,0 - <3,10,26,38.46
2022,2,FPL869HT,12 - <15,3,26,11.54
2022,2,FPL869HT,3 - <6,7,26,26.92
2022,2,FPL869HT,6 - <9,2,26,7.69
2022,2,FPL869HT,9 - <12,2,26,7.69
2022,2,FPL869HT,>15,1,26,3.85
2022,2,FPL869HT,Unknown,1,26,3.85
2022,2,FPL870ST,0 - <3,3,17,17.65
2022,2,FPL870ST,3 - <6,5,17,29.41
2022,2,FPL870ST,6 - <9,4,17,23.53
2022,2,FPL870ST,9 - <12,1,17,5.88
2022,2,FPL870ST,>15,3,17,17.65
2022,2,FPL870ST,Unknown,1,17,5.88
2022,2,FPL887ST,0 - <3,3,11,27.27
2022,2,FPL887ST,3 - <6,5,11,45.45
2022,2,FPL887ST,6 - <9,1,11,9.09
2022,2,FPL887ST,>15,1,11,9.09
2022,2,FPL887ST,Unknown,1,11,9.09
2022,2,FPLADHYS,0 - <3,6,30,20.0
2022,2,FPLADHYS,3 - <6,8,30,26.67
2022,2,FPLADHYS,6 - <9,7,30,23.33
2022,2,FPLADHYS,9 - <12,4,30,13.33
2022,2,FPLADHYS,>15,5,30,16.67
2022,2,FPLAMPZ3,12 - <15,2,16,12.5
2022,2,FPLAMPZ3,3 - <6,4,16,25.0
2022,2,FPLAMPZ3,6 - <9,7,16,43.75
2022,2,FPLAMPZ3,9 - <12,2,16,12.5
2022,2,FPLAMPZ3,>15,1,16,6.25
2022,2,FPLARIOT,0 - <3,3,11,27.27
2022,2,FPLARIOT,6 - <9,3,11,27.27
2022,2,FPLARIOT,>15,4,11,36.36
2022,2,FPLARIOT,Unknown,1,11,9.09
2022,2,FPLCEWIS,6 - <9,1,3,33.33
2022,2,FPLCEWIS,Unknown,2,3,66.67
2022,2,FPLDCSTP,0 - <3,1,5,20.0
2022,2,FPLDCSTP,3 - <6,1,5,20.0
2022,2,FPLDCSTP,>15,3,5,60.0
2022,2,FPLDWPBR,12 - <15,2,16,12.5
2022,2,FPLDWPBR,3 - <6,4,16,25.0
2022,2,FPLDWPBR,6 - <9,6,16,37.5
2022,2,FPLDWPBR,9 - <12,2,16,12.5
2022,2,FPLDWPBR,>15,1,16,6.25
2022,2,FPLDWPBR,Unknown,1,16,6.25
2022,2,FPLFHAD,Unknown,1,1,100.0
2022,2,FPLGA1WD,Unknown,1,1,100.0
2022,2,FPLGUWD,>15,1,2,50.0
2022,2,FPLGUWD,Unknown,1,2,50.0
2022,2,FPLIOTCW,0 - <3,3,14,21.43
2022,2,FPLIOTCW,3 - <6,1,14,7.14
2022,2,FPLIOTCW,6 - <9,4,14,28.57
2022,2,FPLIOTCW,>15,5,14,35.71
2022,2,FPLIOTCW,Unknown,1,14,7.14
2022,2,FPLJIHST,0 - <3,3,14,21.43
2022,2,FPLJIHST,3 - <6,6,14,42.86
2022,2,FPLJIHST,6 - <9,1,14,7.14
2022,2,FPLJIHST,9 - <12,3,14,21.43
2022,2,FPLJIHST,>15,1,14,7.14
2022,2,FPLN945,0 - <3,3,8,37.5
2022,2,FPLN945,3 - <6,2,8,25.0
2022,2,FPLN945,6 - <9,3,8,37.5
2022,2,FPLNEASP,3 - <6,2,4,50.0
2022,2,FPLNEASP,>15,1,4,25.0
2022,2,FPLNEASP,Unknown,1,4,25.0
2022,2,FPLNEESP,0 - <3,1,9,11.11
2022,2,FPLNEESP,12 - <15,3,9,33.33
2022,2,FPLNEESP,3 - <6,1,9,11.11
2022,2,FPLNEESP,9 - <12,2,9,22.22
2022,2,FPLNEESP,>15,2,9,22.22
2022,2,FPLNSUB1,Unknown,1,1,100.0
2022,2,FPLNSUB2,Unknown,1,1,100.0
2022,2,FPLNSUB3,Unknown,1,1,100.0
2022,2,FPLONSCH,0 - <3,4,19,21.05
2022,2,FPLONSCH,12 - <15,3,19,15.79
2022,2,FPLONSCH,3 - <6,8,19,42.11
2022,2,FPLONSCH,6 - <9,3,19,15.79
2022,2,FPLONSCH,9 - <12,1,19,5.26
2022,2,FPLPMPH2,6 - <9,2,5,40.0
2022,2,FPLPMPH2,9 - <12,2,5,40.0
2022,2,FPLPMPH2,>15,1,5,20.0
2022,2,FPLSDXBR,0 - <3,1,3,33.33
2022,2,FPLSDXBR,12 - <15,1,3,33.33
2022,2,FPLSDXBR,6 - <9,1,3,33.33
2022,2,FPLSF2E1,0 - <3,1,1,100.0
2022,2,FPSNSSTP,0 - <3,5,33,15.15
2022,2,FPSNSSTP,12 - <15,1,33,3.03
2022,2,FPSNSSTP,3 - <6,9,33,27.27
2022,2,FPSNSSTP,6 - <9,9,33,27.27
2022,2,FPSNSSTP,9 - <12,4,33,12.12
2022,2,FPSNSSTP,>15,5,33,15.15
2022,2,M11102MZ,0 - <3,5,10,50.0
2022,2,M11102MZ,3 - <6,2,10,20.0
2022,2,M11102MZ,6 - <9,1,10,10.0
2022,2,M11102MZ,>15,2,10,20.0
2022,2,M11104M1,6 - <9,1,3,33.33
2022,2,M11104M1,>15,2,3,66.67
2022,2,M11107M1,0 - <3,2,6,33.33
2022,2,M11107M1,3 - <6,2,6,33.33
2022,2,M11107M1,9 - <12,1,6,16.67
2022,2,M11107M1,>15,1,6,16.67
2022,2,M11115M1,0 - <3,2,4,50.0
2022,2,M11115M1,3 - <6,1,4,25.0
2022,2,M11115M1,>15,1,4,25.0
2022,2,M11122M1,0 - <3,1,4,25.0
2022,2,M11122M1,3 - <6,3,4,75.0
2022,2,M11134MZ,0 - <3,2,7,28.57
2022,2,M11134MZ,12 - <15,1,7,14.29
2022,2,M11134MZ,3 - <6,1,7,14.29
2022,2,M11134MZ,6 - <9,1,7,14.29
2022,2,M11134MZ,>15,2,7,28.57
2022,2,M1119M1,12 - <15,1,9,11.11
2022,2,M1119M1,3 - <6,4,9,44.44
2022,2,M1119M1,6 - <9,1,9,11.11
2022,2,M1119M1,>15,3,9,33.33
2022,2,MH101OPS,0 - <3,1,8,12.5
2022,2,MH101OPS,12 - <15,1,8,12.5
2022,2,MH101OPS,3 - <6,3,8,37.5
2022,2,MH101OPS,9 - <12,1,8,12.5
2022,2,MH101OPS,>15,1,8,12.5
2022,2,MH101OPS,Unknown,1,8,12.5
2022,2,MH1100N1,0 - <3,9,20,45.0
2022,2,MH1100N1,3 - <6,6,20,30.0
2022,2,MH1100N1,6 - <9,2,20,10.0
2022,2,MH1100N1,9 - <12,3,20,15.0
2022,2,MH1105M1,0 - <3,3,15,20.0
2022,2,MH1105M1,12 - <15,3,15,20.0
2022,2,MH1105M1,3 - <6,6,15,40.0
2022,2,MH1105M1,6 - <9,1,15,6.67
2022,2,MH1105M1,>15,2,15,13.33
2022,2,MH1118D1,0 - <3,4,27,14.81
2022,2,MH1118D1,12 - <15,1,27,3.7
2022,2,MH1118D1,3 - <6,6,27,22.22
2022,2,MH1118D1,6 - <9,4,27,14.81
2022,2,MH1118D1,9 - <12,4,27,14.81
2022,2,MH1118D1,>15,7,27,25.93
2022,2,MH1118D1,Unknown,1,27,3.7
2022,2,MH1142M1,0 - <3,1,1,100.0
2022,2,MH1148M1,6 - <9,1,3,33.33
2022,2,MH1148M1,>15,2,3,66.67
2022,2,MH1151M1,0 - <3,1,3,33.33
2022,2,MH1151M1,3 - <6,1,3,33.33
2022,2,MH1151M1,>15,1,3,33.33
2022,2,MH1155M1,0 - <3,18,32,56.25
2022,2,MH1155M1,12 - <15,1,32,3.13
2022,2,MH1155M1,3 - <6,6,32,18.75
2022,2,MH1155M1,6 - <9,2,32,6.25
2022,2,MH1155M1,9 - <12,3,32,9.38
2022,2,MH1155M1,>15,1,32,3.13
2022,2,MH1155M1,Unknown,1,32,3.13
2022,2,MH1156M1,3 - <6,1,2,50.0
2022,2,MH1156M1,6 - <9,1,2,50.0
2022,2,MH1160M1,0 - <3,7,23,30.43
2022,2,MH1160M1,12 - <15,1,23,4.35
2022,2,MH1160M1,3 - <6,4,23,17.39
2022,2,MH1160M1,6 - <9,1,23,4.35
2022,2,MH1160M1,9 - <12,3,23,13.04
2022,2,MH1160M1,>15,6,23,26.09
2022,2,MH1160M1,Unknown,1,23,4.35
2022,2,MH1165D1,0 - <3,1,4,25.0
2022,2,MH1165D1,3 - <6,1,4,25.0
2022,2,MH1165D1,6 - <9,1,4,25.0
2022,2,MH1165D1,>15,1,4,25.0
2022,2,MH1167M1,0 - <3,4,12,33.33
2022,2,MH1167M1,3 - <6,5,12,41.67
2022,2,MH1167M1,6 - <9,1,12,8.33
2022,2,MH1167M1,>15,2,12,16.67
2022,2,MH1169M1,0 - <3,2,21,9.52
2022,2,MH1169M1,12 - <15,1,21,4.76
2022,2,MH1169M1,3 - <6,9,21,42.86
2022,2,MH1169M1,6 - <9,7,21,33.33
2022,2,MH1169M1,9 - <12,2,21,9.52
2022,2,MH1172M1,3 - <6,2,2,100.0
2022,2,MH1178M1,0 - <3,1,3,33.33
2022,2,MH1178M1,6 - <9,1,3,33.33
2022,2,MH1178M1,>15,1,3,33.33
2022,2,MH1179M1,0 - <3,1,5,20.0
2022,2,MH1179M1,3 - <6,3,5,60.0
2022,2,MH1179M1,>15,1,5,20.0
2022,2,MH1181M1,0 - <3,1,5,20.0
2022,2,MH1181M1,12 - <15,1,5,20.0
2022,2,MH1181M1,9 - <12,2,5,40.0
2022,2,MH1181M1,>15,1,5,20.0
2022,2,MH1184M1,0 - <3,2,9,22.22
2022,2,MH1184M1,12 - <15,3,9,33.33
2022,2,MH1184M1,3 - <6,3,9,33.33
2022,2,MH1184M1,9 - <12,1,9,11.11
2022,2,MH1187M1,3 - <6,1,3,33.33
2022,2,MH1187M1,9 - <12,1,3,33.33
2022,2,MH1187M1,>15,1,3,33.33
2022,2,MH1188M1,0 - <3,1,2,50.0
2022,2,MH1188M1,3 - <6,1,2,50.0
2022,2,MH1190M1,0 - <3,2,5,40.0
2022,2,MH1190M1,6 - <9,2,5,40.0
2022,2,MH1190M1,9 - <12,1,5,20.0
2022,2,MH127DM1,6 - <9,1,2,50.0
2022,2,MH127DM1,9 - <12,1,2,50.0
2022,2,MH133HM1,0 - <3,9,48,18.75
2022,2,MH133HM1,12 - <15,3,48,6.25
2022,2,MH133HM1,3 - <6,13,48,27.08
2022,2,MH133HM1,6 - <9,12,48,25.0
2022,2,MH133HM1,9 - <12,4,48,8.33
2022,2,MH133HM1,>15,7,48,14.58
2022,2,MH168HM1,0 - <3,2,8,25.0
2022,2,MH168HM1,3 - <6,1,8,12.5
2022,2,MH168HM1,6 - <9,4,8,50.0
2022,2,MH168HM1,>15,1,8,12.5
2022,2,MH18RM28,3 - <6,1,8,12.5
2022,2,MH18RM28,6 - <9,2,8,25.0
2022,2,MH18RM28,9 - <12,2,8,25.0
2022,2,MH18RM28,>15,3,8,37.5
2022,2,MH18RM29,0 - <3,2,14,14.29
2022,2,MH18RM29,3 - <6,1,14,7.14
2022,2,MH18RM29,6 - <9,2,14,14.29
2022,2,MH18RM29,9 - <12,4,14,28.57
2022,2,MH18RM29,>15,5,14,35.71
2022,2,MH2538M1,0 - <3,7,21,33.33
2022,2,MH2538M1,12 - <15,1,21,4.76
2022,2,MH2538M1,3 - <6,11,21,52.38
2022,2,MH2538M1,6 - <9,2,21,9.52
2022,2,MH2551M1,0 - <3,4,12,33.33
2022,2,MH2551M1,3 - <6,7,12,58.33
2022,2,MH2551M1,6 - <9,1,12,8.33
2022,2,MH301HMZ,0 - <3,39,175,22.29
2022,2,MH301HMZ,12 - <15,15,175,8.57
2022,2,MH301HMZ,3 - <6,49,175,28.0
2022,2,MH301HMZ,6 - <9,19,175,10.86
2022,2,MH301HMZ,9 - <12,14,175,8.0
2022,2,MH301HMZ,>15,38,175,21.71
2022,2,MH301HMZ,Unknown,1,175,0.57
2022,2,MH344HM1,0 - <3,10,44,22.73
2022,2,MH344HM1,12 - <15,2,44,4.55
2022,2,MH344HM1,3 - <6,13,44,29.55
2022,2,MH344HM1,6 - <9,5,44,11.36
2022,2,MH344HM1,9 - <12,5,44,11.36
2022,2,MH344HM1,>15,8,44,18.18
2022,2,MH344HM1,Unknown,1,44,2.27
2022,2,MH369HM1,0 - <3,1,6,16.67
2022,2,MH369HM1,3 - <6,1,6,16.67
2022,2,MH369HM1,6 - <9,2,6,33.33
2022,2,MH369HM1,>15,2,6,33.33
2022,2,MHAFFOPS,0 - <3,1,5,20.0
2022,2,MHAFFOPS,3 - <6,1,5,20.0
2022,2,MHAFFOPS,9 - <12,1,5,20.0
2022,2,MHAFFOPS,>15,2,5,40.0
2022,2,MHBPNYMC,0 - <3,3,10,30.0
2022,2,MHBPNYMC,12 - <15,1,10,10.0
2022,2,MHBPNYMC,3 - <6,3,10,30.0
2022,2,MHBPNYMC,9 - <12,2,10,20.0
2022,2,MHBPNYMC,>15,1,10,10.0
2022,2,MHBUSTMC,0 - <3,3,19,15.79
2022,2,MHBUSTMC,12 - <15,2,19,10.53
2022,2,MHBUSTMC,3 - <6,7,19,36.84
2022,2,MHBUSTMC,6 - <9,2,19,10.53
2022,2,MHBUSTMC,9 - <12,2,19,10.53
2022,2,MHBUSTMC,>15,2,19,10.53
2022,2,MHBUSTMC,Unknown,1,19,5.26
2022,2,MHEMEMH1,0 - <3,33,94,35.11
2022,2,MHEMEMH1,12 - <15,7,94,7.45
2022,2,MHEMEMH1,3 - <6,20,94,21.28
2022,2,MHEMEMH1,6 - <9,10,94,10.64
2022,2,MHEMEMH1,9 - <12,8,94,8.51
2022,2,MHEMEMH1,>15,6,94,6.38
2022,2,MHEMEMH1,Unknown,10,94,10.64
2022,2,MHOBMIPZ,Unknown,1,1,100.0
2022,2,MHOJPCS,3 - <6,1,1,100.0
2022,2,MNILAMC4,3 - <6,3,18,16.67
2022,2,MNILAMC4,6 - <9,8,18,44.44
2022,2,MNILAMC4,9 - <12,6,18,33.33
2022,2,MNILAMC4,>15,1,18,5.56
2022,2,MO1125MZ,6 - <9,1,4,25.0
2022,2,MO1125MZ,>15,2,4,50.0
2022,2,MO1125MZ,Unknown,1,4,25.0
2022,2,MOECMOZ1,0 - <3,5,24,20.83
2022,2,MOECMOZ1,12 - <15,3,24,12.5
2022,2,MOECMOZ1,3 - <6,3,24,12.5
2022,2,MOECMOZ1,6 - <9,4,24,16.67
2022,2,MOECMOZ1,>15,7,24,29.17
2022,2,MOECMOZ1,Unknown,2,24,8.33
2022,2,MOECMOZ2,6 - <9,2,8,25.0
2022,2,MOECMOZ2,9 - <12,1,8,12.5
2022,2,MOECMOZ2,>15,5,8,62.5
2022,2,MOECMOZ3,0 - <3,1,3,33.33
2022,2,MOECMOZ3,9 - <12,1,3,33.33
2022,2,MOECMOZ3,>15,1,3,33.33
2022,2,MOECMOZ4,0 - <3,2,6,33.33
2022,2,MOECMOZ4,3 - <6,1,6,16.67
2022,2,MOECMOZ4,>15,2,6,33.33
2022,2,MOECMOZ4,Unknown,1,6,16.67
2022,2,MOECMOZ5,0 - <3,2,6,33.33
2022,2,MOECMOZ5,3 - <6,1,6,16.67
2022,2,MOECMOZ5,>15,2,6,33.33
2022,2,MOECMOZ5,Unknown,1,6,16.67
2022,2,MOLADAM2,0 - <3,3,8,37.5
2022,2,MOLADAM2,3 - <6,2,8,25.0
2022,2,MOLADAM2,6 - <9,3,8,37.5
2022,2,MOLAFUSP,3 - <6,1,2,50.0
2022,2,MOLAFUSP,6 - <9,1,2,50.0
2022,2,MOLAMAM2,0 - <3,100,511,19.57
2022,2,MOLAMAM2,12 - <15,43,511,8.41
2022,2,MOLAMAM2,3 - <6,146,511,28.57
2022,2,MOLAMAM2,6 - <9,79,511,15.46
2022,2,MOLAMAM2,9 - <12,56,511,10.96
2022,2,MOLAMAM2,>15,84,511,16.44
2022,2,MOLAMAM2,Unknown,3,511,0.59
2022,2,MOLASMZ1,0 - <3,6,35,17.14
2022,2,MOLASMZ1,12 - <15,3,35,8.57
2022,2,MOLASMZ1,3 - <6,8,35,22.86
2022,2,MOLASMZ1,6 - <9,8,35,22.86
2022,2,MOLASMZ1,9 - <12,2,35,5.71
2022,2,MOLASMZ1,>15,8,35,22.86
2022,2,MOLAVBA2,>15,1,1,100.0
2022,2,MOLBADCG,6 - <9,1,1,100.0
2022,2,MOLCOUAZ,6 - <9,1,1,100.0
2022,2,MOLDCBA1,Unknown,1,1,100.0
2022,2,MOLDCBA2,6 - <9,2,4,50.0
2022,2,MOLDCBA2,>15,1,4,25.0
2022,2,MOLDCBA2,Unknown,1,4,25.0
2022,2,MOLDCBA3,12 - <15,3,8,37.5
2022,2,MOLDCBA3,6 - <9,2,8,25.0
2022,2,MOLDCBA3,9 - <12,2,8,25.0
2022,2,MOLDCBA3,Unknown,1,8,12.5
2022,2,MOLDCBA4,6 - <9,1,3,33.33
2022,2,MOLDCBA4,9 - <12,1,3,33.33
2022,2,MOLDCBA4,Unknown,1,3,33.33
2022,2,MOLDCBA5,12 - <15,1,8,12.5
2022,2,MOLDCBA5,3 - <6,3,8,37.5
2022,2,MOLDCBA5,6 - <9,2,8,25.0
2022,2,MOLDCBA5,9 - <12,1,8,12.5
2022,2,MOLDCBA5,>15,1,8,12.5
2022,2,MOLDCBA6,0 - <3,1,12,8.33
2022,2,MOLDCBA6,12 - <15,2,12,16.67
2022,2,MOLDCBA6,3 - <6,2,12,16.67
2022,2,MOLDCBA6,6 - <9,3,12,25.0
2022,2,MOLDCBA6,9 - <12,3,12,25.0
2022,2,MOLDCBA6,Unknown,1,12,8.33
2022,2,MOLDCG01,12 - <15,1,1,100.0
2022,2,MOLDCG02,3 - <6,2,2,100.0
2022,2,MOLDCG03,Unknown,1,1,100.0
2022,2,MOLDCPM1,12 - <15,1,1,100.0
2022,2,MOLFPADO,12 - <15,2,16,12.5
2022,2,MOLFPADO,3 - <6,2,16,12.5
2022,2,MOLFPADO,6 - <9,3,16,18.75
2022,2,MOLFPADO,9 - <12,4,16,25.0
2022,2,MOLFPADO,>15,5,16,31.25
2022,2,MOLFPAKS,12 - <15,1,9,11.11
2022,2,MOLFPAKS,6 - <9,2,9,22.22
2022,2,MOLFPAKS,9 - <12,1,9,11.11
2022,2,MOLFPAKS,>15,5,9,55.56
2022,2,MOLFPAPD,12 - <15,2,9,22.22
2022,2,MOLFPAPD,3 - <6,1,9,11.11
2022,2,MOLFPAPD,6 - <9,1,9,11.11
2022,2,MOLFPAPD,9 - <12,1,9,11.11
2022,2,MOLFPAPD,>15,4,9,44.44
2022,2,MOLFPMCC,12 - <15,3,23,13.04
2022,2,MOLFPMCC,3 - <6,4,23,17.39
2022,2,MOLFPMCC,6 - <9,4,23,17.39
2022,2,MOLFPMCC,9 - <12,6,23,26.09
2022,2,MOLFPMCC,>15,4,23,17.39
2022,2,MOLFPMCC,Unknown,2,23,8.7
2022,2,MOLFPMPI,3 - <6,1,4,25.0
2022,2,MOLFPMPI,9 - <12,1,4,25.0
2022,2,MOLFPMPI,>15,2,4,50.0
2022,2,MOLFPNVI,12 - <15,2,17,11.76
2022,2,MOLFPNVI,3 - <6,4,17,23.53
2022,2,MOLFPNVI,6 - <9,1,17,5.88
2022,2,MOLFPNVI,9 - <12,2,17,11.76
2022,2,MOLFPNVI,>15,6,17,35.29
2022,2,MOLFPNVI,Unknown,2,17,11.76
2022,2,MOLFPODS,3 - <6,3,10,30.0
2022,2,MOLFPODS,6 - <9,1,10,10.0
2022,2,MOLFPODS,9 - <12,1,10,10.0
2022,2,MOLFPODS,>15,4,10,40.0
2022,2,MOLFPODS,Unknown,1,10,10.0
2022,2,MOLFPOHE,>15,4,4,100.0
2022,2,MOLFPTXC,0 - <3,4,26,15.38
2022,2,MOLFPTXC,12 - <15,1,26,3.85
2022,2,MOLFPTXC,3 - <6,10,26,38.46
2022,2,MOLFPTXC,6 - <9,3,26,11.54
2022,2,MOLFPTXC,>15,7,26,26.92
2022,2,MOLFPTXC,Unknown,1,26,3.85
2022,2,MOLFPWGS,12 - <15,1,1,100.0
2022,2,MOLINFCH,9 - <12,1,1,100.0
2022,2,MOLINFMO,0 - <3,28,111,25.23
2022,2,MOLINFMO,12 - <15,6,111,5.41
2022,2,MOLINFMO,3 - <6,41,111,36.94
2022,2,MOLINFMO,6 - <9,20,111,18.02
2022,2,MOLINFMO,9 - <12,10,111,9.01
2022,2,MOLINFMO,>15,5,111,4.5
2022,2,MOLINFMO,Unknown,1,111,0.9
2022,2,MOLINFOP,0 - <3,22,313,7.03
2022,2,MOLINFOP,12 - <15,34,313,10.86
2022,2,MOLINFOP,3 - <6,61,313,19.49
2022,2,MOLINFOP,6 - <9,48,313,15.34
2022,2,MOLINFOP,9 - <12,45,313,14.38
2022,2,MOLINFOP,>15,94,313,30.03
2022,2,MOLINFOP,Unknown,9,313,2.88
2022,2,MOLINFPN,12 - <15,1,14,7.14
2022,2,MOLINFPN,3 - <6,1,14,7.14
2022,2,MOLINFPN,6 - <9,3,14,21.43
2022,2,MOLINFPN,9 - <12,2,14,14.29
2022,2,MOLINFPN,>15,7,14,50.0
2022,2,MOLLIG1Z,>15,1,1,100.0
2022,2,MOLLIG2Z,3 - <6,1,2,50.0
2022,2,MOLLIG2Z,6 - <9,1,2,50.0
2022,2,MOLMPHMZ,0 - <3,2,13,15.38
2022,2,MOLMPHMZ,3 - <6,5,13,38.46
2022,2,MOLMPHMZ,6 - <9,4,13,30.77
2022,2,MOLMPHMZ,9 - <12,1,13,7.69
2022,2,MOLMPHMZ,>15,1,13,7.69
2022,2,MOLOHCMP,3 - <6,1,8,12.5
2022,2,MOLOHCMP,9 - <12,2,8,25.0
2022,2,MOLOHCMP,>15,3,8,37.5
2022,2,MOLOHCMP,Unknown,2,8,25.0
2022,2,MOLPMOIC,3 - <6,1,1,100.0
2022,2,MOLSASTP,12 - <15,1,2,50.0
2022,2,MOLSASTP,>15,1,2,50.0
2022,2,MOLSFLIC,3 - <6,3,6,50.0
2022,2,MOLSFLIC,9 - <12,1,6,16.67
2022,2,MOLSFLIC,>15,2,6,33.33
2022,2,MOLSPMOH,0 - <3,3,16,18.75
2022,2,MOLSPMOH,3 - <6,6,16,37.5
2022,2,MOLSPMOH,6 - <9,3,16,18.75
2022,2,MOLSPMOH,>15,4,16,25.0
2022,2,MOMVPMQZ,0 - <3,1,15,6.67
2022,2,MOMVPMQZ,12 - <15,2,15,13.33
2022,2,MOMVPMQZ,3 - <6,4,15,26.67
2022,2,MOMVPMQZ,6 - <9,3,15,20.0
2022,2,MOMVPMQZ,9 - <12,2,15,13.33
2022,2,MOMVPMQZ,>15,3,15,20.0
2022,2,MOPUMQSZ,12 - <15,1,10,10.0
2022,2,MOPUMQSZ,3 - <6,4,10,40.0
2022,2,MOPUMQSZ,6 - <9,1,10,10.0
2022,2,MOPUMQSZ,9 - <12,1,10,10.0
2022,2,MOPUMQSZ,>15,2,10,20.0
2022,2,MOPUMQSZ,Unknown,1,10,10.0
2022,2,MSABAPM1,12 - <15,1,3,33.33
2022,2,MSABAPM1,3 - <6,1,3,33.33
2022,2,MSABAPM1,9 - <12,1,3,33.33
2022,2,MSABAPP1,6 - <9,2,2,100.0
2022,2,MSABAPSP,12 - <15,1,6,16.67
2022,2,MSABAPSP,6 - <9,1,6,16.67
2022,2,MSABAPSP,9 - <12,1,6,16.67
2022,2,MSABAPSP,>15,3,6,50.0
2022,2,MSABPHZ3,6 - <9,3,4,75.0
2022,2,MSABPHZ3,>15,1,4,25.0
2022,2,MSACEHY1,0 - <3,2,29,6.9
2022,2,MSACEHY1,12 - <15,4,29,13.79
2022,2,MSACEHY1,3 - <6,5,29,17.24
2022,2,MSACEHY1,6 - <9,4,29,13.79
2022,2,MSACEHY1,9 - <12,8,29,27.59
2022,2,MSACEHY1,>15,6,29,20.69
2022,2,MSACEHY3,0 - <3,4,83,4.82
2022,2,MSACEHY3,12 - <15,4,83,4.82
2022,2,MSACEHY3,3 - <6,28,83,33.73
2022,2,MSACEHY3,6 - <9,24,83,28.92
2022,2,MSACEHY3,9 - <12,17,83,20.48
2022,2,MSACEHY3,>15,5,83,6.02
2022,2,MSACEHY3,Unknown,1,83,1.2
2022,2,MSACEHY4,0 - <3,8,18,44.44
2022,2,MSACEHY4,3 - <6,4,18,22.22
2022,2,MSACEHY4,6 - <9,5,18,27.78
2022,2,MSACEHY4,9 - <12,1,18,5.56
