fiscal_year,quarter,master_project_code,tenure_category,employee_count,total_employees,percentage
2022,1,FPL791ST,Unknown,1,1,100.0
2022,1,FPL869HT,0 - <3,8,22,36.36
2022,1,FPL869HT,12 - <15,4,22,18.18
2022,1,FPL869HT,3 - <6,5,22,22.73
2022,1,FPL869HT,6 - <9,1,22,4.55
2022,1,FPL869HT,9 - <12,2,22,9.09
2022,1,FPL869HT,>15,1,22,4.55
2022,1,FPL869HT,Unknown,1,22,4.55
2022,1,FPL870ST,0 - <3,4,27,14.81
2022,1,FPL870ST,3 - <6,8,27,29.63
2022,1,FPL870ST,6 - <9,7,27,25.93
2022,1,FPL870ST,9 - <12,3,27,11.11
2022,1,FPL870ST,>15,4,27,14.81
2022,1,FPL870ST,Unknown,1,27,3.7
2022,1,FPLAMPZ3,12 - <15,2,14,14.29
2022,1,FPLAMPZ3,3 - <6,2,14,14.29
2022,1,FPLAMPZ3,6 - <9,8,14,57.14
2022,1,FPLAMPZ3,9 - <12,2,14,14.29
2022,1,FPLARIOT,0 - <3,3,13,23.08
2022,1,FPLARIOT,6 - <9,4,13,30.77
2022,1,FPLARIOT,>15,5,13,38.46
2022,1,FPLARIOT,Unknown,1,13,7.69
2022,1,FPLDCSTP,3 - <6,1,3,33.33
2022,1,FPLDCSTP,>15,2,3,66.67
2022,1,FPLDWPBR,0 - <3,3,33,9.09
2022,1,FPLDWPBR,12 - <15,4,33,12.12
2022,1,FPLDWPBR,3 - <6,7,33,21.21
2022,1,FPLDWPBR,6 - <9,9,33,27.27
2022,1,FPLDWPBR,9 - <12,6,33,18.18
2022,1,FPLDWPBR,>15,3,33,9.09
2022,1,FPLDWPBR,Unknown,1,33,3.03
2022,1,FPLEDSTP,3 - <6,1,3,33.33
2022,1,FPLEDSTP,>15,2,3,66.67
2022,1,FPLFHAD,Unknown,1,1,100.0
2022,1,FPLHRSP,0 - <3,1,3,33.33
2022,1,FPLHRSP,6 - <9,1,3,33.33
2022,1,FPLHRSP,9 - <12,1,3,33.33
2022,1,FPLINASC,0 - <3,7,30,23.33
2022,1,FPLINASC,12 - <15,1,30,3.33
2022,1,FPLINASC,3 - <6,10,30,33.33
2022,1,FPLINASC,6 - <9,4,30,13.33
2022,1,FPLINASC,9 - <12,3,30,10.0
2022,1,FPLINASC,>15,5,30,16.67
2022,1,FPLN945,0 - <3,1,1,100.0
2022,1,FPLNEASP,3 - <6,1,2,50.0
2022,1,FPLNEASP,Unknown,1,2,50.0
2022,1,FPLNEESP,0 - <3,1,7,14.29
2022,1,FPLNEESP,12 - <15,3,7,42.86
2022,1,FPLNEESP,3 - <6,1,7,14.29
2022,1,FPLNEESP,9 - <12,2,7,28.57
2022,1,FPLNSUB1,Unknown,1,1,100.0
2022,1,FPLNSUB2,Unknown,1,1,100.0
2022,1,FPLNSUB3,Unknown,1,1,100.0
2022,1,FPLONSCH,0 - <3,2,13,15.38
2022,1,FPLONSCH,12 - <15,2,13,15.38
2022,1,FPLONSCH,3 - <6,5,13,38.46
2022,1,FPLONSCH,6 - <9,3,13,23.08
2022,1,FPLONSCH,9 - <12,1,13,7.69
2022,1,FPLPMPH2,6 - <9,2,5,40.0
2022,1,FPLPMPH2,9 - <12,2,5,40.0
2022,1,FPLPMPH2,>15,1,5,20.0
2022,1,FPLPTHZ1,6 - <9,1,2,50.0
2022,1,FPLPTHZ1,>15,1,2,50.0
2022,1,FPLQUSTP,6 - <9,2,4,50.0
2022,1,FPLQUSTP,9 - <12,1,4,25.0
2022,1,FPLQUSTP,>15,1,4,25.0
2022,1,FPLSCSTP,0 - <3,6,29,20.69
2022,1,FPLSCSTP,12 - <15,3,29,10.34
2022,1,FPLSCSTP,3 - <6,7,29,24.14
2022,1,FPLSCSTP,6 - <9,6,29,20.69
2022,1,FPLSCSTP,9 - <12,4,29,13.79
2022,1,FPLSCSTP,>15,3,29,10.34
2022,1,FPSNSSTP,0 - <3,4,14,28.57
2022,1,FPSNSSTP,3 - <6,3,14,21.43
2022,1,FPSNSSTP,6 - <9,4,14,28.57
2022,1,FPSNSSTP,>15,3,14,21.43
2022,1,M11102MZ,3 - <6,1,5,20.0
2022,1,M11102MZ,6 - <9,1,5,20.0
2022,1,M11102MZ,9 - <12,1,5,20.0
2022,1,M11102MZ,>15,2,5,40.0
2022,1,MH101OPS,0 - <3,2,12,16.67
2022,1,MH101OPS,12 - <15,1,12,8.33
2022,1,MH101OPS,3 - <6,4,12,33.33
2022,1,MH101OPS,9 - <12,2,12,16.67
2022,1,MH101OPS,>15,2,12,16.67
2022,1,MH101OPS,Unknown,1,12,8.33
2022,1,MH1100M1,3 - <6,1,3,33.33
2022,1,MH1100M1,9 - <12,1,3,33.33
2022,1,MH1100M1,>15,1,3,33.33
2022,1,MH1105M1,0 - <3,3,17,17.65
2022,1,MH1105M1,12 - <15,3,17,17.65
2022,1,MH1105M1,3 - <6,8,17,47.06
2022,1,MH1105M1,6 - <9,2,17,11.76
2022,1,MH1105M1,>15,1,17,5.88
2022,1,MH1107M1,0 - <3,2,4,50.0
2022,1,MH1107M1,9 - <12,1,4,25.0
2022,1,MH1107M1,>15,1,4,25.0
2022,1,MH1108M1,12 - <15,1,6,16.67
2022,1,MH1108M1,3 - <6,4,6,66.67
2022,1,MH1108M1,6 - <9,1,6,16.67
2022,1,MH1109M1,12 - <15,1,3,33.33
2022,1,MH1109M1,3 - <6,1,3,33.33
2022,1,MH1109M1,>15,1,3,33.33
2022,1,MH1110D1,0 - <3,1,4,25.0
2022,1,MH1110D1,3 - <6,2,4,50.0
2022,1,MH1110D1,6 - <9,1,4,25.0
2022,1,MH1113M1,3 - <6,1,4,25.0
2022,1,MH1113M1,9 - <12,1,4,25.0
2022,1,MH1113M1,>15,2,4,50.0
2022,1,MH1114D1,0 - <3,2,9,22.22
2022,1,MH1114D1,12 - <15,1,9,11.11
2022,1,MH1114D1,3 - <6,3,9,33.33
2022,1,MH1114D1,6 - <9,2,9,22.22
2022,1,MH1114D1,>15,1,9,11.11
2022,1,MH1118D1,0 - <3,2,19,10.53
2022,1,MH1118D1,12 - <15,2,19,10.53
2022,1,MH1118D1,3 - <6,6,19,31.58
2022,1,MH1118D1,9 - <12,2,19,10.53
2022,1,MH1118D1,>15,6,19,31.58
2022,1,MH1118D1,Unknown,1,19,5.26
2022,1,MH1119M1,3 - <6,1,2,50.0
2022,1,MH1119M1,6 - <9,1,2,50.0
2022,1,MH1126D1,0 - <3,1,2,50.0
2022,1,MH1126D1,6 - <9,1,2,50.0
2022,1,MH1129D1,12 - <15,1,8,12.5
2022,1,MH1129D1,3 - <6,1,8,12.5
2022,1,MH1129D1,6 - <9,2,8,25.0
2022,1,MH1129D1,9 - <12,1,8,12.5
2022,1,MH1129D1,>15,3,8,37.5
2022,1,MH1135D1,0 - <3,2,9,22.22
2022,1,MH1135D1,12 - <15,1,9,11.11
2022,1,MH1135D1,3 - <6,3,9,33.33
2022,1,MH1135D1,6 - <9,1,9,11.11
2022,1,MH1135D1,9 - <12,1,9,11.11
2022,1,MH1135D1,>15,1,9,11.11
2022,1,MH1140D2,0 - <3,2,8,25.0
2022,1,MH1140D2,12 - <15,1,8,12.5
2022,1,MH1140D2,3 - <6,1,8,12.5
2022,1,MH1140D2,6 - <9,1,8,12.5
2022,1,MH1140D2,9 - <12,1,8,12.5
2022,1,MH1140D2,>15,2,8,25.0
2022,1,MH1140M2,12 - <15,3,6,50.0
2022,1,MH1140M2,9 - <12,1,6,16.67
2022,1,MH1140M2,>15,2,6,33.33
2022,1,MH1142M1,0 - <3,1,2,50.0
2022,1,MH1142M1,3 - <6,1,2,50.0
2022,1,MH1147D1,3 - <6,3,8,37.5
2022,1,MH1147D1,6 - <9,1,8,12.5
2022,1,MH1147D1,>15,4,8,50.0
2022,1,MH1149M1,3 - <6,2,3,66.67
2022,1,MH1149M1,6 - <9,1,3,33.33
2022,1,MH1151M1,0 - <3,1,3,33.33
2022,1,MH1151M1,3 - <6,1,3,33.33
2022,1,MH1151M1,>15,1,3,33.33
2022,1,MH1153M1,12 - <15,1,6,16.67
2022,1,MH1153M1,3 - <6,1,6,16.67
2022,1,MH1153M1,>15,4,6,66.67
2022,1,MH1154M1,0 - <3,5,24,20.83
2022,1,MH1154M1,3 - <6,10,24,41.67
2022,1,MH1154M1,6 - <9,3,24,12.5
2022,1,MH1154M1,9 - <12,2,24,8.33
2022,1,MH1154M1,>15,4,24,16.67
2022,1,MH1155M1,0 - <3,27,39,69.23
2022,1,MH1155M1,12 - <15,1,39,2.56
2022,1,MH1155M1,3 - <6,6,39,15.38
2022,1,MH1155M1,9 - <12,2,39,5.13
2022,1,MH1155M1,>15,2,39,5.13
2022,1,MH1155M1,Unknown,1,39,2.56
2022,1,MH1156M1,0 - <3,1,4,25.0
2022,1,MH1156M1,3 - <6,1,4,25.0
2022,1,MH1156M1,6 - <9,1,4,25.0
2022,1,MH1156M1,>15,1,4,25.0
2022,1,MH1159M1,0 - <3,1,5,20.0
2022,1,MH1159M1,3 - <6,1,5,20.0
2022,1,MH1159M1,6 - <9,1,5,20.0
2022,1,MH1159M1,9 - <12,1,5,20.0
2022,1,MH1159M1,>15,1,5,20.0
2022,1,MH1160M1,0 - <3,10,36,27.78
2022,1,MH1160M1,12 - <15,2,36,5.56
2022,1,MH1160M1,3 - <6,6,36,16.67
2022,1,MH1160M1,6 - <9,2,36,5.56
2022,1,MH1160M1,9 - <12,6,36,16.67
2022,1,MH1160M1,>15,9,36,25.0
2022,1,MH1160M1,Unknown,1,36,2.78
2022,1,MH1165D1,0 - <3,1,5,20.0
2022,1,MH1165D1,3 - <6,1,5,20.0
2022,1,MH1165D1,6 - <9,1,5,20.0
2022,1,MH1165D1,>15,2,5,40.0
2022,1,MH1167M1,0 - <3,4,9,44.44
2022,1,MH1167M1,3 - <6,5,9,55.56
2022,1,MH1172M1,3 - <6,2,5,40.0
2022,1,MH1172M1,9 - <12,1,5,20.0
2022,1,MH1172M1,>15,2,5,40.0
2022,1,MH1178M1,0 - <3,1,3,33.33
2022,1,MH1178M1,6 - <9,1,3,33.33
2022,1,MH1178M1,>15,1,3,33.33
2022,1,MH1181M1,0 - <3,1,6,16.67
2022,1,MH1181M1,12 - <15,1,6,16.67
2022,1,MH1181M1,9 - <12,2,6,33.33
2022,1,MH1181M1,>15,2,6,33.33
2022,1,MH1188M1,0 - <3,3,8,37.5
2022,1,MH1188M1,3 - <6,2,8,25.0
2022,1,MH1188M1,>15,3,8,37.5
2022,1,MH1190M1,0 - <3,2,2,100.0
2022,1,MH127DM1,6 - <9,1,1,100.0
2022,1,MH165HM1,>15,1,1,100.0
2022,1,MH16DIZ1,12 - <15,1,2,50.0
2022,1,MH16DIZ1,3 - <6,1,2,50.0
2022,1,MH18RM26,0 - <3,1,6,16.67
2022,1,MH18RM26,3 - <6,2,6,33.33
2022,1,MH18RM26,9 - <12,1,6,16.67
2022,1,MH18RM26,>15,2,6,33.33
2022,1,MH18RM27,9 - <12,2,4,50.0
2022,1,MH18RM27,>15,2,4,50.0
2022,1,MH18RM28,6 - <9,2,5,40.0
2022,1,MH18RM28,9 - <12,2,5,40.0
2022,1,MH18RM28,>15,1,5,20.0
2022,1,MH2355D2,12 - <15,1,12,8.33
2022,1,MH2355D2,3 - <6,2,12,16.67
2022,1,MH2355D2,6 - <9,2,12,16.67
2022,1,MH2355D2,9 - <12,2,12,16.67
2022,1,MH2355D2,>15,5,12,41.67
2022,1,MH301HMZ,0 - <3,57,223,25.56
2022,1,MH301HMZ,12 - <15,23,223,10.31
2022,1,MH301HMZ,3 - <6,58,223,26.01
2022,1,MH301HMZ,6 - <9,21,223,9.42
2022,1,MH301HMZ,9 - <12,20,223,8.97
2022,1,MH301HMZ,>15,43,223,19.28
2022,1,MH301HMZ,Unknown,1,223,0.45
2022,1,MH315DM1,12 - <15,1,2,50.0
2022,1,MH315DM1,>15,1,2,50.0
2022,1,MH320HM1,0 - <3,1,4,25.0
2022,1,MH320HM1,9 - <12,1,4,25.0
2022,1,MH320HM1,>15,2,4,50.0
2022,1,MH345SDE,0 - <3,4,8,50.0
2022,1,MH345SDE,12 - <15,1,8,12.5
2022,1,MH345SDE,3 - <6,2,8,25.0
2022,1,MH345SDE,>15,1,8,12.5
2022,1,MH355HM1,0 - <3,1,9,11.11
2022,1,MH355HM1,3 - <6,1,9,11.11
2022,1,MH355HM1,6 - <9,1,9,11.11
2022,1,MH355HM1,9 - <12,3,9,33.33
2022,1,MH355HM1,>15,3,9,33.33
2022,1,MH361HM1,0 - <3,2,5,40.0
2022,1,MH361HM1,6 - <9,1,5,20.0
2022,1,MH361HM1,>15,2,5,40.0
2022,1,MH367HM1,0 - <3,1,4,25.0
2022,1,MH367HM1,6 - <9,2,4,50.0
2022,1,MH367HM1,>15,1,4,25.0
2022,1,MH369HM1,0 - <3,5,17,29.41
2022,1,MH369HM1,3 - <6,2,17,11.76
2022,1,MH369HM1,6 - <9,4,17,23.53
2022,1,MH369HM1,9 - <12,3,17,17.65
2022,1,MH369HM1,>15,3,17,17.65
2022,1,MH385HM1,12 - <15,1,3,33.33
2022,1,MH385HM1,3 - <6,1,3,33.33
2022,1,MH385HM1,9 - <12,1,3,33.33
2022,1,MHAFFOPS,0 - <3,1,4,25.0
2022,1,MHAFFOPS,3 - <6,1,4,25.0
2022,1,MHAFFOPS,>15,2,4,50.0
2022,1,MHBUSTMC,0 - <3,1,9,11.11
2022,1,MHBUSTMC,12 - <15,2,9,22.22
2022,1,MHBUSTMC,3 - <6,2,9,22.22
2022,1,MHBUSTMC,6 - <9,1,9,11.11
2022,1,MHBUSTMC,9 - <12,2,9,22.22
2022,1,MHBUSTMC,>15,1,9,11.11
2022,1,MHD76HMZ,0 - <3,5,18,27.78
2022,1,MHD76HMZ,12 - <15,1,18,5.56
2022,1,MHD76HMZ,3 - <6,3,18,16.67
2022,1,MHD76HMZ,6 - <9,3,18,16.67
2022,1,MHD76HMZ,9 - <12,2,18,11.11
2022,1,MHD76HMZ,>15,4,18,22.22
2022,1,MHEMEMH1,0 - <3,2,7,28.57
2022,1,MHEMEMH1,3 - <6,1,7,14.29
2022,1,MHEMEMH1,6 - <9,1,7,14.29
2022,1,MHEMEMH1,9 - <12,1,7,14.29
2022,1,MHEMEMH1,>15,2,7,28.57
2022,1,MHOJPCS,Unknown,1,1,100.0
2022,1,MNILAMC4,3 - <6,7,22,31.82
2022,1,MNILAMC4,6 - <9,8,22,36.36
2022,1,MNILAMC4,9 - <12,6,22,27.27
2022,1,MNILAMC4,>15,1,22,4.55
2022,1,MO1125MZ,>15,1,1,100.0
2022,1,MOESADMZ,0 - <3,9,40,22.5
2022,1,MOESADMZ,12 - <15,4,40,10.0
2022,1,MOESADMZ,3 - <6,8,40,20.0
2022,1,MOESADMZ,6 - <9,4,40,10.0
2022,1,MOESADMZ,9 - <12,3,40,7.5
2022,1,MOESADMZ,>15,10,40,25.0
2022,1,MOESADMZ,Unknown,2,40,5.0
2022,1,MOLADAM2,0 - <3,5,17,29.41
2022,1,MOLADAM2,3 - <6,3,17,17.65
2022,1,MOLADAM2,6 - <9,9,17,52.94
2022,1,MOLAMAM2,0 - <3,86,495,17.37
2022,1,MOLAMAM2,12 - <15,49,495,9.9
2022,1,MOLAMAM2,3 - <6,130,495,26.26
2022,1,MOLAMAM2,6 - <9,79,495,15.96
2022,1,MOLAMAM2,9 - <12,53,495,10.71
2022,1,MOLAMAM2,>15,95,495,19.19
2022,1,MOLAMAM2,Unknown,3,495,0.61
2022,1,MOLASMZ1,0 - <3,6,40,15.0
2022,1,MOLASMZ1,12 - <15,2,40,5.0
2022,1,MOLASMZ1,3 - <6,12,40,30.0
2022,1,MOLASMZ1,6 - <9,8,40,20.0
2022,1,MOLASMZ1,9 - <12,3,40,7.5
2022,1,MOLASMZ1,>15,9,40,22.5
2022,1,MOLAVBA2,>15,1,1,100.0
2022,1,MOLAZSTP,3 - <6,1,4,25.0
2022,1,MOLAZSTP,6 - <9,1,4,25.0
2022,1,MOLAZSTP,9 - <12,1,4,25.0
2022,1,MOLAZSTP,>15,1,4,25.0
2022,1,MOLBADCG,6 - <9,1,1,100.0
2022,1,MOLBAMD1,Unknown,1,1,100.0
2022,1,MOLCOUAZ,6 - <9,1,1,100.0
2022,1,MOLDCBA1,Unknown,1,1,100.0
2022,1,MOLDCBA2,6 - <9,1,3,33.33
2022,1,MOLDCBA2,>15,1,3,33.33
2022,1,MOLDCBA2,Unknown,1,3,33.33
2022,1,MOLDCBA3,12 - <15,2,5,40.0
2022,1,MOLDCBA3,6 - <9,1,5,20.0
2022,1,MOLDCBA3,9 - <12,1,5,20.0
2022,1,MOLDCBA3,Unknown,1,5,20.0
2022,1,MOLDCPM1,12 - <15,1,1,100.0
2022,1,MOLFPADO,12 - <15,2,13,15.38
2022,1,MOLFPADO,3 - <6,1,13,7.69
2022,1,MOLFPADO,6 - <9,3,13,23.08
2022,1,MOLFPADO,9 - <12,2,13,15.38
2022,1,MOLFPADO,>15,5,13,38.46
2022,1,MOLFPAKS,6 - <9,1,6,16.67
2022,1,MOLFPAKS,9 - <12,1,6,16.67
2022,1,MOLFPAKS,>15,4,6,66.67
2022,1,MOLFPMCC,12 - <15,6,52,11.54
2022,1,MOLFPMCC,3 - <6,7,52,13.46
2022,1,MOLFPMCC,6 - <9,9,52,17.31
2022,1,MOLFPMCC,9 - <12,14,52,26.92
2022,1,MOLFPMCC,>15,15,52,28.85
2022,1,MOLFPMCC,Unknown,1,52,1.92
2022,1,MOLFPMPI,9 - <12,1,3,33.33
2022,1,MOLFPMPI,>15,2,3,66.67
2022,1,MOLFPNHL,12 - <15,1,2,50.0
2022,1,MOLFPNHL,>15,1,2,50.0
2022,1,MOLFPOCL,>15,2,2,100.0
2022,1,MOLFPODS,3 - <6,2,7,28.57
2022,1,MOLFPODS,9 - <12,1,7,14.29
2022,1,MOLFPODS,>15,3,7,42.86
2022,1,MOLFPODS,Unknown,1,7,14.29
2022,1,MOLFPOHE,12 - <15,2,7,28.57
2022,1,MOLFPOHE,9 - <12,1,7,14.29
2022,1,MOLFPOHE,>15,4,7,57.14
2022,1,MOLFPTXC,0 - <3,1,17,5.88
2022,1,MOLFPTXC,12 - <15,1,17,5.88
2022,1,MOLFPTXC,3 - <6,4,17,23.53
2022,1,MOLFPTXC,6 - <9,3,17,17.65
2022,1,MOLFPTXC,>15,7,17,41.18
2022,1,MOLFPTXC,Unknown,1,17,5.88
2022,1,MOLFPWGS,12 - <15,1,1,100.0
2022,1,MOLHELIC,>15,1,1,100.0
2022,1,MOLHSPMZ,3 - <6,1,2,50.0
2022,1,MOLHSPMZ,>15,1,2,50.0
2022,1,MOLINFCH,9 - <12,1,1,100.0
2022,1,MOLINFMO,0 - <3,17,96,17.71
2022,1,MOLINFMO,12 - <15,8,96,8.33
2022,1,MOLINFMO,3 - <6,34,96,35.42
2022,1,MOLINFMO,6 - <9,24,96,25.0
2022,1,MOLINFMO,9 - <12,8,96,8.33
2022,1,MOLINFMO,>15,5,96,5.21
2022,1,MOLINFOP,0 - <3,21,322,6.52
2022,1,MOLINFOP,12 - <15,29,322,9.01
2022,1,MOLINFOP,3 - <6,65,322,20.19
2022,1,MOLINFOP,6 - <9,54,322,16.77
2022,1,MOLINFOP,9 - <12,48,322,14.91
2022,1,MOLINFOP,>15,98,322,30.43
2022,1,MOLINFOP,Unknown,7,322,2.17
2022,1,MOLINFPN,12 - <15,2,17,11.76
2022,1,MOLINFPN,3 - <6,2,17,11.76
2022,1,MOLINFPN,6 - <9,3,17,17.65
2022,1,MOLINFPN,9 - <12,2,17,11.76
2022,1,MOLINFPN,>15,8,17,47.06
2022,1,MOLMPHMZ,0 - <3,2,13,15.38
2022,1,MOLMPHMZ,3 - <6,5,13,38.46
2022,1,MOLMPHMZ,6 - <9,4,13,30.77
2022,1,MOLMPHMZ,9 - <12,1,13,7.69
2022,1,MOLMPHMZ,>15,1,13,7.69
2022,1,MOLMPMZ1,6 - <9,1,3,33.33
2022,1,MOLMPMZ1,9 - <12,1,3,33.33
2022,1,MOLMPMZ1,>15,1,3,33.33
2022,1,MOLSASTP,12 - <15,1,2,50.0
2022,1,MOLSASTP,>15,1,2,50.0
2022,1,MOLSFISP,9 - <12,1,3,33.33
2022,1,MOLSFISP,>15,2,3,66.67
2022,1,MOLSFLIC,3 - <6,2,5,40.0
2022,1,MOLSFLIC,9 - <12,1,5,20.0
2022,1,MOLSFLIC,>15,2,5,40.0
2022,1,MOLSPMOH,0 - <3,4,13,30.77
2022,1,MOLSPMOH,3 - <6,3,13,23.08
2022,1,MOLSPMOH,6 - <9,2,13,15.38
2022,1,MOLSPMOH,>15,4,13,30.77
2022,1,MOSFMOZ1,0 - <3,3,12,25.0
2022,1,MOSFMOZ1,12 - <15,1,12,8.33
2022,1,MOSFMOZ1,3 - <6,2,12,16.67
2022,1,MOSFMOZ1,6 - <9,1,12,8.33
2022,1,MOSFMOZ1,>15,5,12,41.67
2022,1,MOSFMZIA,6 - <9,1,2,50.0
2022,1,MOSFMZIA,>15,1,2,50.0
2022,1,MSABAPM1,12 - <15,1,5,20.0
2022,1,MSABAPM1,3 - <6,2,5,40.0
2022,1,MSABAPM1,6 - <9,1,5,20.0
2022,1,MSABAPM1,9 - <12,1,5,20.0
2022,1,MSABAPP1,>15,1,1,100.0
2022,1,MSABAPSP,12 - <15,1,6,16.67
2022,1,MSABAPSP,6 - <9,1,6,16.67
2022,1,MSABAPSP,9 - <12,1,6,16.67
2022,1,MSABAPSP,>15,3,6,50.0
2022,1,MSABPHZ3,6 - <9,3,4,75.0
2022,1,MSABPHZ3,>15,1,4,25.0
2022,1,MSACASTP,0 - <3,6,23,26.09
2022,1,MSACASTP,3 - <6,13,23,56.52
2022,1,MSACASTP,9 - <12,1,23,4.35
2022,1,MSACASTP,>15,3,23,13.04
2022,1,MSACEHY1,0 - <3,1,18,5.56
2022,1,MSACEHY1,12 - <15,2,18,11.11
2022,1,MSACEHY1,3 - <6,4,18,22.22
2022,1,MSACEHY1,6 - <9,2,18,11.11
2022,1,MSACEHY1,9 - <12,3,18,16.67
2022,1,MSACEHY1,>15,6,18,33.33
2022,1,MSACEHY3,0 - <3,5,59,8.47
2022,1,MSACEHY3,12 - <15,5,59,8.47
2022,1,MSACEHY3,3 - <6,15,59,25.42
2022,1,MSACEHY3,6 - <9,16,59,27.12
2022,1,MSACEHY3,9 - <12,12,59,20.34
2022,1,MSACEHY3,>15,5,59,8.47
2022,1,MSACEHY3,Unknown,1,59,1.69
2022,1,MSACEHY4,0 - <3,7,16,43.75
2022,1,MSACEHY4,3 - <6,4,16,25.0
2022,1,MSACEHY4,6 - <9,4,16,25.0
2022,1,MSACEHY4,9 - <12,1,16,6.25
2022,1,MSACEIL1,0 - <3,2,8,25.0
2022,1,MSACEIL1,12 - <15,1,8,12.5
2022,1,MSACEIL1,3 - <6,5,8,62.5
2022,1,MSACEMC1,3 - <6,4,8,50.0
2022,1,MSACEMC1,6 - <9,2,8,25.0
2022,1,MSACEMC1,9 - <12,1,8,12.5
2022,1,MSACEMC1,>15,1,8,12.5
2022,1,MSACEMC2,12 - <15,2,6,33.33
2022,1,MSACEMC2,6 - <9,1,6,16.67
2022,1,MSACEMC2,9 - <12,2,6,33.33
2022,1,MSACEMC2,>15,1,6,16.67
2022,1,MSACEPU1,0 - <3,2,21,9.52
2022,1,MSACEPU1,12 - <15,2,21,9.52
2022,1,MSACEPU1,3 - <6,4,21,19.05
2022,1,MSACEPU1,6 - <9,4,21,19.05
2022,1,MSACEPU1,9 - <12,6,21,28.57
2022,1,MSACEPU1,>15,3,21,14.29
2022,1,MSACEPU2,12 - <15,1,3,33.33
2022,1,MSACEPU2,6 - <9,1,3,33.33
2022,1,MSACEPU2,9 - <12,1,3,33.33
2022,1,MSAGBD21,0 - <3,5,29,17.24
2022,1,MSAGBD21,12 - <15,1,29,3.45
2022,1,MSAGBD21,3 - <6,9,29,31.03
2022,1,MSAGBD21,6 - <9,7,29,24.14
2022,1,MSAGBD21,9 - <12,4,29,13.79
2022,1,MSAGBD21,>15,3,29,10.34
2022,1,MSAGBR21,3 - <6,1,6,16.67
2022,1,MSAGBR21,9 - <12,4,6,66.67
2022,1,MSAGBR21,>15,1,6,16.67
2022,1,MSAIPBIC,3 - <6,1,4,25.0
2022,1,MSAIPBIC,6 - <9,1,4,25.0
2022,1,MSAIPBIC,>15,2,4,50.0
2022,1,MSAIPHYD,0 - <3,13,60,21.67
2022,1,MSAIPHYD,12 - <15,3,60,5.0
2022,1,MSAIPHYD,3 - <6,22,60,36.67
2022,1,MSAIPHYD,6 - <9,6,60,10.0
2022,1,MSAIPHYD,9 - <12,3,60,5.0
2022,1,MSAIPHYD,>15,12,60,20.0
2022,1,MSAIPHYD,Unknown,1,60,1.67
2022,1,MSAMT401,6 - <9,2,3,66.67
2022,1,MSAMT401,Unknown,1,3,33.33
2022,1,MSASK302,3 - <6,2,5,40.0
2022,1,MSASK302,6 - <9,1,5,20.0
2022,1,MSASK302,>15,1,5,20.0
2022,1,MSASK302,Unknown,1,5,20.0
2022,1,MSASK403,12 - <15,1,2,50.0
2022,1,MSASK403,Unknown,1,2,50.0
2022,1,MSATLPZ1,12 - <15,2,11,18.18
2022,1,MSATLPZ1,3 - <6,2,11,18.18
2022,1,MSATLPZ1,6 - <9,3,11,27.27
2022,1,MSATLPZ1,>15,4,11,36.36
2022,1,MSAZASDW,0 - <3,2,10,20.0
2022,1,MSAZASDW,12 - <15,1,10,10.0
2022,1,MSAZASDW,6 - <9,2,10,20.0
2022,1,MSAZASDW,9 - <12,1,10,10.0
2022,1,MSAZASDW,>15,3,10,30.0
2022,1,MSAZASDW,Unknown,1,10,10.0
2022,1,MSAZMAPP,12 - <15,3,11,27.27
2022,1,MSAZMAPP,6 - <9,2,11,18.18
2022,1,MSAZMAPP,9 - <12,1,11,9.09
2022,1,MSAZMAPP,>15,4,11,36.36
2022,1,MSAZMAPP,Unknown,1,11,9.09
2022,1,MSAZMKTP,3 - <6,1,1,100.0
2022,1,MSAZMLTA,0 - <3,2,7,28.57
2022,1,MSAZMLTA,12 - <15,2,7,28.57
2022,1,MSAZMLTA,3 - <6,1,7,14.29
2022,1,MSAZMLTA,>15,2,7,28.57
2022,1,MSAZNET1,3 - <6,2,8,25.0
2022,1,MSAZNET1,6 - <9,1,8,12.5
2022,1,MSAZNET1,9 - <12,2,8,25.0
2022,1,MSAZNET1,>15,2,8,25.0
2022,1,MSAZNET1,Unknown,1,8,12.5
2022,1,MSBISTRP,Unknown,1,1,100.0
2022,1,MSBMCHD,0 - <3,1,5,20.0
2022,1,MSBMCHD,3 - <6,3,5,60.0
2022,1,MSBMCHD,>15,1,5,20.0
2022,1,MSBPCSST,6 - <9,1,3,33.33
2022,1,MSBPCSST,9 - <12,2,3,66.67
2022,1,MSBPMSCT,Unknown,1,1,100.0
2022,1,MSBSP103,9 - <12,1,1,100.0
2022,1,MSBZS402,0 - <3,2,11,18.18
2022,1,MSBZS402,12 - <15,1,11,9.09
2022,1,MSBZS402,3 - <6,2,11,18.18
2022,1,MSBZS402,6 - <9,2,11,18.18
2022,1,MSBZS402,>15,3,11,27.27
2022,1,MSBZS402,Unknown,1,11,9.09
2022,1,MSCAIMBP,3 - <6,1,3,33.33
2022,1,MSCAIMBP,9 - <12,1,3,33.33
2022,1,MSCAIMBP,>15,1,3,33.33
2022,1,MSCCAST1,0 - <3,7,51,13.73
2022,1,MSCCAST1,12 - <15,3,51,5.88
2022,1,MSCCAST1,3 - <6,21,51,41.18
2022,1,MSCCAST1,6 - <9,3,51,5.88
2022,1,MSCCAST1,9 - <12,8,51,15.69
2022,1,MSCCAST1,>15,9,51,17.65
